mean_conf_A,mean_conf_V_fair,mean_conf_AV,var_conf_A,var_conf_V_fair,var_conf_AV_observed,var_conf_AV_optimal_pred,ratio_observed_over_optimal
0.881919,0.883554,0.960954,0.029296,0.031284,0.010022,0.015129,0.662459
