epoch,train_loss,train_acc,val_loss,val_acc
112,0.547191,0.845370,0.393984,0.885965
113,0.543222,0.838946,0.360937,0.897597
114,0.537048,0.843535,0.603340,0.820175
115,0.532757,0.844636,0.420073,0.876621
116,0.534017,0.843994,0.376768,0.889779
117,0.519811,0.847848,2.631106,0.543669
118,0.516224,0.849408,0.362768,0.902174
119,0.537100,0.843535,0.326861,0.905606
120,0.513142,0.847940,0.390695,0.888253
121,0.527002,0.847022,0.558822,0.835431
122,0.498762,0.856382,0.382670,0.891114
123,0.502812,0.851427,0.372315,0.889969
124,0.497999,0.854180,0.325183,0.902365
125,0.495756,0.851335,0.320265,0.909611
126,0.489468,0.853079,0.373398,0.894737
127,0.478991,0.858677,0.339628,0.899695
128,0.480841,0.860604,0.299202,0.913616
129,0.484870,0.858677,0.307307,0.912090
130,0.476096,0.857575,0.327449,0.909039
131,0.476630,0.861705,0.331144,0.901793
132,0.476845,0.860696,0.305886,0.910564
133,0.468169,0.863265,0.316623,0.907704
134,0.461141,0.866752,0.310194,0.907132
135,0.469262,0.862164,0.344341,0.896644
136,0.449531,0.866936,0.304237,0.912090
137,0.467185,0.862256,0.299726,0.915141
138,0.447310,0.869597,0.306217,0.912471
139,0.451000,0.867395,0.324544,0.908085
140,0.456220,0.866569,0.339437,0.897216
141,0.451496,0.867395,0.317388,0.909802
142,0.445678,0.871065,0.316145,0.908658
143,0.448547,0.866569,0.315792,0.908658
144,0.450260,0.867119,0.299937,0.911518
145,0.447149,0.866293,0.287807,0.918002
146,0.439144,0.869138,0.323988,0.903699
147,0.426190,0.878315,0.278827,0.917620
148,0.426782,0.877122,0.287894,0.916857
149,0.438646,0.871891,0.293391,0.913234
150,0.428443,0.878774,0.290495,0.920481
151,0.430379,0.878132,0.284013,0.916857
152,0.419015,0.877765,0.297937,0.917811
153,0.423672,0.875011,0.287961,0.914569
154,0.418015,0.878499,0.278490,0.921243
155,0.416180,0.879967,0.277716,0.922197
156,0.419988,0.878223,0.275087,0.918764
157,0.410449,0.883087,0.268345,0.921053
158,0.405077,0.882995,0.276427,0.922578
159,0.405843,0.883362,0.289999,0.913234
160,0.405401,0.885106,0.266917,0.922197
161,0.414875,0.879967,0.277003,0.923532
162,0.408530,0.884739,0.267454,0.920099
163,0.398478,0.886941,0.268848,0.924294
164,0.395933,0.885198,0.268000,0.926392
165,0.403519,0.887492,0.260016,0.924485
166,0.396446,0.887125,0.266355,0.923722
167,0.403441,0.885381,0.264416,0.926964
168,0.401935,0.882995,0.264164,0.923532
169,0.400833,0.885657,0.267646,0.922387
170,0.393360,0.889511,0.258550,0.926583
171,0.391943,0.888043,0.264846,0.923722
172,0.392844,0.885473,0.266094,0.923150
173,0.388670,0.889511,0.265877,0.921053
174,0.389684,0.891897,0.263010,0.920671
175,0.391134,0.889327,0.258812,0.924485
176,0.383391,0.891346,0.260488,0.924676
177,0.394398,0.884647,0.261646,0.926964
178,0.393031,0.886666,0.259845,0.925439
179,0.390277,0.888777,0.258475,0.924104
180,0.387852,0.889144,0.257979,0.925820
181,0.379443,0.893824,0.260348,0.925057
182,0.390445,0.890429,0.256819,0.925248
183,0.384922,0.889419,0.256711,0.925439
184,0.385995,0.888410,0.256666,0.925439
185,0.388682,0.889327,0.256985,0.924867
186,0.383154,0.890061,0.257271,0.924867
187,0.392356,0.890153,0.258705,0.924676
188,0.384430,0.892447,0.256372,0.924485
189,0.380240,0.891438,0.259808,0.923722
190,0.381950,0.891622,0.258343,0.925439
191,0.386595,0.888318,0.258128,0.923532
192,0.374253,0.895476,0.258148,0.923722
193,0.383934,0.888868,0.257016,0.923341
194,0.381541,0.893916,0.256665,0.924867
195,0.388959,0.885473,0.257788,0.925057
196,0.384790,0.893273,0.256413,0.923913
197,0.381397,0.892723,0.259125,0.926773
198,0.384057,0.893549,0.255833,0.925439
199,0.376327,0.893549,0.257703,0.924294
200,0.380422,0.894833,0.256550,0.924294
