epoch,train_loss,train_acc,val_loss,val_acc
82,0.795355,0.765991,0.618907,0.812548
83,0.793637,0.768927,0.779803,0.762967
84,0.805217,0.764155,0.603963,0.823799
85,0.784386,0.769294,0.597638,0.821701
86,0.770856,0.773974,0.618955,0.820175
87,0.769067,0.774158,1.127330,0.694508
88,0.749422,0.780582,0.862546,0.740656
89,0.748223,0.780307,0.447544,0.877002
90,0.731411,0.788107,0.455135,0.867277
91,0.734686,0.787464,0.538396,0.835622
92,0.731351,0.785904,0.574235,0.835431
93,0.721251,0.786639,0.385122,0.892258
94,0.702768,0.791410,0.436074,0.870328
95,0.692652,0.795815,0.550750,0.834859
96,0.703949,0.793062,0.498214,0.852403
97,0.678045,0.798935,0.404908,0.886918
98,0.683987,0.798477,0.448216,0.872235
99,0.678024,0.802147,0.477899,0.854882
100,0.665489,0.804442,0.430465,0.872998
101,0.661071,0.806460,0.507961,0.848589
102,0.647889,0.811967,0.440319,0.877002
103,0.661647,0.803891,0.389542,0.884249
104,0.647648,0.808571,0.470446,0.861175
105,0.638587,0.812701,0.419406,0.872426
106,0.626936,0.815729,0.535602,0.843440
107,0.637881,0.813527,0.395914,0.878909
108,0.622633,0.823162,1.100069,0.714340
109,0.633021,0.814720,0.348029,0.903127
110,0.599650,0.824080,1.898401,0.601640
111,0.608641,0.824539,0.756767,0.773074
112,0.609812,0.822520,0.393135,0.890160
113,0.595486,0.826558,0.420233,0.874142
114,0.605066,0.822795,0.431726,0.871281
115,0.588468,0.829219,0.352542,0.895500
116,0.587841,0.828577,0.381861,0.886156
117,0.575183,0.830779,0.496718,0.855263
118,0.574542,0.831513,0.326909,0.907704
119,0.576511,0.828301,0.400837,0.884439
120,0.563767,0.833073,0.356093,0.897216
121,0.581517,0.826558,0.369740,0.895309
122,0.561468,0.835276,0.335006,0.906178
123,0.556697,0.832064,0.370390,0.889779
124,0.551603,0.836836,0.316612,0.905034
125,0.570820,0.828485,0.337689,0.901793
126,0.546484,0.846930,0.328383,0.908085
127,0.541564,0.842342,0.320201,0.902555
128,0.535877,0.841332,0.333828,0.903318
129,0.536548,0.845462,0.370470,0.887490
130,0.535068,0.844177,0.324991,0.910564
131,0.537865,0.842984,0.358517,0.893021
132,0.519956,0.845554,0.332224,0.902746
133,0.516169,0.853171,0.411548,0.878909
134,0.529715,0.843351,0.319664,0.903318
135,0.524143,0.846013,0.340849,0.897025
136,0.511753,0.849500,0.338031,0.897216
137,0.511183,0.848399,0.288807,0.915141
138,0.509186,0.851794,0.285465,0.915904
139,0.518524,0.849133,0.301046,0.916095
140,0.516079,0.848215,0.284197,0.920481
141,0.507675,0.851519,0.316825,0.906941
142,0.507508,0.852253,0.350543,0.894737
143,0.482532,0.861797,0.361827,0.891686
144,0.510300,0.853079,0.307042,0.908848
145,0.504654,0.855190,0.319156,0.903699
146,0.487828,0.859136,0.292471,0.917620
147,0.486569,0.861063,0.270909,0.923532
148,0.479486,0.859227,0.283724,0.920671
149,0.499474,0.855006,0.287326,0.913616
150,0.472507,0.864366,0.279029,0.920862
151,0.487722,0.860696,0.293957,0.910374
152,0.476747,0.862715,0.285061,0.914950
153,0.483186,0.858310,0.309347,0.910564
154,0.481915,0.855740,0.337539,0.900458
155,0.475713,0.861246,0.279571,0.920290
156,0.461795,0.866477,0.290942,0.915904
157,0.472181,0.861246,0.275863,0.921243
158,0.468620,0.864091,0.268643,0.925057
159,0.459920,0.866661,0.280965,0.917239
160,0.474792,0.863082,0.256756,0.927918
161,0.458449,0.869414,0.266812,0.923913
162,0.462379,0.867119,0.275752,0.919908
163,0.460592,0.869138,0.272048,0.921053
164,0.454951,0.865926,0.268738,0.922578
165,0.454998,0.870882,0.268997,0.922006
166,0.453003,0.867762,0.267891,0.920671
167,0.457233,0.867486,0.254482,0.927155
168,0.459064,0.867119,0.261415,0.925439
169,0.450255,0.870974,0.266118,0.923150
170,0.458987,0.868679,0.259298,0.926773
171,0.449215,0.868771,0.262800,0.924676
172,0.449760,0.868496,0.264660,0.924676
173,0.441847,0.875195,0.250956,0.928871
174,0.444385,0.875470,0.257640,0.925629
175,0.453669,0.867395,0.253875,0.927155
176,0.440618,0.874369,0.257271,0.926201
177,0.445587,0.869505,0.254680,0.927727
178,0.440282,0.874644,0.259596,0.928108
179,0.445471,0.870331,0.260001,0.925439
180,0.444994,0.869689,0.260109,0.925439
181,0.443250,0.873727,0.253980,0.928490
182,0.444516,0.869689,0.256880,0.925439
183,0.449397,0.869964,0.256376,0.925820
184,0.426339,0.880885,0.256742,0.926773
185,0.446753,0.869322,0.253289,0.927536
186,0.433318,0.876572,0.253860,0.928108
187,0.439822,0.871616,0.254546,0.929443
188,0.448700,0.869322,0.254267,0.929443
189,0.434987,0.877856,0.257999,0.926011
190,0.430170,0.878499,0.256685,0.925248
191,0.428872,0.876663,0.252944,0.928490
192,0.427242,0.880242,0.252697,0.928490
193,0.430887,0.877214,0.255150,0.927155
194,0.436343,0.875837,0.256233,0.925439
195,0.439644,0.875929,0.251769,0.928871
196,0.431047,0.879875,0.253574,0.926392
197,0.443413,0.865009,0.256576,0.924867
198,0.432132,0.875562,0.254090,0.926583
199,0.436758,0.874186,0.255703,0.926964
200,0.443798,0.867670,0.253568,0.928490
