epoch,train_loss,train_acc,val_loss,val_acc,alpha,epoch_time_s,peak_gpu_gib
132,0.096179,0.974672,0.176285,0.946606,5.097077,143.006,11.249
133,0.100717,0.972194,0.174883,0.947178,5.103532,142.835,11.249
134,0.094124,0.975498,0.182767,0.946415,5.105503,142.701,11.249
135,0.093156,0.975498,0.176933,0.951182,5.110498,142.663,11.249
136,0.091495,0.975498,0.194711,0.944508,5.115527,142.845,11.249
137,0.093303,0.974764,0.190463,0.942220,5.120440,142.874,11.249
138,0.088490,0.977517,0.176939,0.947941,5.123904,142.925,11.249
139,0.085058,0.977609,0.169819,0.948894,5.127463,142.788,11.249
140,0.093925,0.975681,0.179451,0.947559,5.132518,142.750,11.249
141,0.092127,0.975314,0.171904,0.951564,5.134919,142.644,11.249
142,0.083886,0.978618,0.170310,0.951754,5.138707,142.852,11.249
143,0.085186,0.977517,0.161957,0.951945,5.140361,142.651,11.249
144,0.090228,0.974672,0.161787,0.952136,5.145945,142.780,11.249
145,0.084545,0.977333,0.165772,0.951564,5.148390,142.868,11.249
146,0.076969,0.981187,0.165991,0.950801,5.153237,142.711,11.249
147,0.076685,0.979169,0.176279,0.947941,5.155113,142.791,11.249
148,0.082561,0.977609,0.170572,0.951182,5.158352,142.811,11.249
149,0.077718,0.979811,0.162583,0.951754,5.161399,142.773,11.249
150,0.077848,0.979719,0.176306,0.951182,5.163841,142.752,11.249
151,0.078093,0.979260,0.164378,0.951373,5.167767,142.732,11.249
152,0.077520,0.980270,0.170677,0.948322,5.169658,142.715,11.249
153,0.074661,0.981738,0.161138,0.953089,5.172130,142.920,11.249
154,0.071771,0.983206,0.160315,0.950420,5.172865,142.670,11.249
155,0.072909,0.981279,0.152694,0.955187,5.175261,142.865,11.249
156,0.068862,0.983849,0.152450,0.954996,5.175863,142.689,11.249
157,0.066850,0.983573,0.160074,0.953280,5.178141,142.859,11.249
158,0.071560,0.982564,0.161157,0.955187,5.179931,142.885,11.249
159,0.070819,0.982748,0.155071,0.956712,5.181756,142.658,11.249
160,0.067210,0.983665,0.168413,0.950610,5.182814,142.928,11.249
161,0.070286,0.982931,0.153389,0.952517,5.184250,142.771,11.249
162,0.075736,0.980820,0.155017,0.954996,5.186731,142.866,11.249
163,0.068985,0.981830,0.159068,0.954996,5.187765,142.788,11.249
164,0.068388,0.982839,0.157808,0.955568,5.188232,142.816,11.249
165,0.068717,0.982931,0.155260,0.957094,5.188716,142.591,11.249
166,0.067811,0.982380,0.151435,0.955378,5.191294,142.680,11.249
167,0.066607,0.984858,0.150491,0.956140,5.192092,142.721,11.249
168,0.065142,0.984491,0.156456,0.952899,5.192864,142.719,11.249
169,0.060619,0.984491,0.153584,0.955187,5.194437,142.820,11.249
170,0.062285,0.985042,0.154057,0.955378,5.195452,142.863,11.249
171,0.061276,0.986235,0.152777,0.954805,5.196328,142.786,11.249
172,0.063322,0.984491,0.151798,0.955950,5.197588,142.827,11.249
173,0.063636,0.983390,0.151419,0.954043,5.198420,142.637,11.249
174,0.062224,0.984766,0.150403,0.956140,5.198492,142.657,11.249
175,0.062121,0.985225,0.150447,0.954996,5.199224,142.814,11.249
176,0.062813,0.984950,0.150101,0.956522,5.199507,142.710,11.249
177,0.060012,0.985317,0.152363,0.957475,5.199020,142.601,11.249
178,0.062613,0.984583,0.153176,0.956522,5.199532,142.744,11.249
179,0.062687,0.985134,0.152169,0.957094,5.199997,142.675,11.249
180,0.059706,0.984583,0.149352,0.956903,5.200483,142.670,11.249
181,0.058425,0.985776,0.151924,0.955759,5.200613,142.759,11.249
182,0.057080,0.985776,0.153231,0.955568,5.201043,142.624,11.249
183,0.061519,0.984858,0.148376,0.956522,5.201588,142.696,11.249
184,0.056573,0.986969,0.149557,0.956712,5.201880,142.667,11.249
185,0.059424,0.986877,0.150506,0.955568,5.202101,142.609,11.249
186,0.057216,0.987428,0.148550,0.958047,5.202385,142.643,11.249
187,0.057948,0.987520,0.150152,0.957285,5.202466,142.786,11.249
188,0.056576,0.987244,0.149415,0.956712,5.202631,142.675,11.249
189,0.056880,0.987428,0.148899,0.957285,5.202687,142.817,11.249
190,0.057722,0.986694,0.151974,0.956331,5.202890,142.728,11.249
191,0.057470,0.986877,0.149001,0.956903,5.202971,142.676,11.249
192,0.057832,0.986785,0.150731,0.956522,5.203038,142.840,11.249
193,0.059370,0.985501,0.150085,0.957285,5.203053,142.719,11.249
194,0.053221,0.988345,0.147124,0.956140,5.203046,142.747,11.249
195,0.059185,0.986510,0.149396,0.957475,5.203077,142.578,11.249
196,0.058608,0.985501,0.148284,0.957857,5.203104,142.642,11.249
197,0.055698,0.988162,0.148868,0.957285,5.203161,142.686,11.249
198,0.055891,0.987336,0.149529,0.957666,5.203192,142.800,11.249
199,0.057303,0.987152,0.149382,0.956903,5.203216,142.702,11.249
200,0.058859,0.985501,0.148763,0.957857,5.203233,142.721,11.249
