epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_s,peak_gpu_gib
106,0.242715,0.928145,0.603478,0.822845,61.269,12.393
107,0.235625,0.933651,0.605353,0.829710,61.352,12.393
108,0.224774,0.935670,0.836445,0.779939,61.261,12.393
109,0.217141,0.938515,0.608387,0.820366,61.267,12.393
110,0.234837,0.931541,0.580349,0.837147,61.381,12.393
111,0.218815,0.936221,0.568877,0.833715,61.384,12.393
112,0.207090,0.943379,0.594994,0.819413,61.349,12.393
113,0.207191,0.938974,0.564958,0.836384,61.381,12.393
114,0.211779,0.939800,0.619120,0.823417,61.252,12.393
115,0.207121,0.941727,0.601747,0.827613,61.306,12.393
116,0.201792,0.942186,0.748114,0.787948,61.358,12.393
117,0.193981,0.944113,0.675028,0.807590,61.316,12.393
118,0.182454,0.953841,0.630919,0.825896,61.174,12.393
119,0.187840,0.946774,0.744449,0.792143,61.433,12.393
120,0.184243,0.948151,0.590657,0.834096,61.246,12.393
121,0.186701,0.948701,0.556931,0.840961,61.220,12.393
122,0.170241,0.953841,0.563546,0.832952,61.230,12.393
123,0.171621,0.953382,0.603587,0.839626,61.314,12.393
124,0.172279,0.952739,0.571633,0.838291,61.235,12.393
125,0.169592,0.952739,0.575681,0.834477,61.297,12.393
126,0.165127,0.954666,0.590620,0.827803,61.361,12.393
127,0.163181,0.955033,0.583892,0.828185,61.282,12.393
128,0.159477,0.957328,0.571342,0.841915,61.280,12.393
129,0.152393,0.960723,0.564967,0.843631,61.329,12.393
130,0.145209,0.963017,0.561298,0.841533,61.423,12.393
131,0.147110,0.961457,0.550191,0.848398,61.301,12.393
132,0.142435,0.962650,0.554316,0.841915,61.259,12.393
133,0.149437,0.959805,0.564640,0.843249,61.311,12.393
134,0.143215,0.961824,0.536414,0.847826,61.331,12.393
135,0.136212,0.966505,0.529389,0.851831,61.355,12.393
136,0.132458,0.968065,0.539374,0.848780,61.252,12.393
137,0.134618,0.965036,0.535519,0.847254,61.352,12.393
138,0.132071,0.967055,0.538679,0.849924,61.222,12.393
139,0.137556,0.964119,0.542777,0.845919,61.282,12.393
140,0.120748,0.971276,0.522493,0.853738,61.270,12.393
141,0.125290,0.968340,0.554163,0.850686,61.272,12.393
142,0.120670,0.971552,0.527363,0.853928,61.400,12.393
143,0.118582,0.973204,0.521900,0.858696,61.210,12.393
144,0.117885,0.971460,0.587329,0.840389,61.280,12.393
145,0.118923,0.970726,0.537895,0.849733,61.329,12.393
146,0.115773,0.971919,0.522891,0.854500,61.330,12.393
147,0.118889,0.970726,0.554528,0.844394,61.336,12.393
148,0.107447,0.975498,0.528153,0.849352,61.194,12.393
149,0.108224,0.975773,0.535110,0.852212,61.444,12.393
150,0.105572,0.975406,0.539275,0.849542,61.336,12.393
151,0.101959,0.977517,0.516263,0.858886,61.354,12.393
152,0.109562,0.973571,0.527998,0.856598,61.398,12.393
153,0.102026,0.977792,0.527788,0.853738,61.272,12.393
154,0.106655,0.974947,0.508818,0.856217,61.266,12.393
155,0.097865,0.978526,0.544066,0.850877,61.408,12.393
156,0.095639,0.979719,0.518968,0.856979,61.466,12.393
157,0.096942,0.978710,0.505318,0.859077,61.197,12.393
158,0.096633,0.977609,0.518651,0.855263,61.326,12.393
159,0.095623,0.979169,0.518065,0.860603,61.219,12.393
160,0.091554,0.979627,0.542222,0.850877,61.203,12.393
161,0.091515,0.979444,0.526062,0.854691,61.292,12.393
162,0.093924,0.980086,0.540944,0.856598,61.299,12.393
163,0.089760,0.980362,0.524779,0.856598,61.247,12.393
164,0.089340,0.980637,0.513907,0.859840,61.175,12.393
165,0.089003,0.982197,0.519723,0.857742,61.265,12.393
166,0.090978,0.979811,0.515883,0.857742,61.330,12.393
167,0.088368,0.980086,0.519579,0.860031,61.316,12.393
168,0.088939,0.980637,0.508126,0.859458,61.384,12.393
169,0.084954,0.984032,0.502976,0.860031,61.264,12.393
170,0.085064,0.982013,0.513913,0.858505,61.326,12.393
171,0.084478,0.981004,0.505278,0.859649,61.311,12.393
172,0.084236,0.983573,0.529268,0.852593,61.272,12.393
173,0.086365,0.982197,0.508219,0.860984,61.220,12.393
174,0.083529,0.981371,0.510455,0.862128,61.285,12.393
175,0.080368,0.982380,0.520264,0.859268,61.289,12.393
176,0.081084,0.984675,0.507010,0.861365,61.232,12.393
177,0.083883,0.983115,0.507244,0.862700,61.335,12.393
178,0.082099,0.983757,0.505792,0.863463,61.363,12.393
179,0.082328,0.983390,0.511443,0.860984,61.147,12.393
180,0.079491,0.982656,0.506437,0.858505,61.224,12.393
181,0.075860,0.986327,0.506097,0.860793,61.191,12.393
182,0.077642,0.984216,0.501690,0.862319,61.190,12.393
183,0.079242,0.984675,0.504163,0.863082,61.317,12.393
184,0.073278,0.986602,0.501689,0.863082,61.431,12.393
185,0.076056,0.984950,0.498663,0.865561,61.299,12.393
186,0.077663,0.983206,0.500274,0.863463,61.296,12.393
187,0.075391,0.985501,0.503497,0.864607,61.306,12.393
188,0.074862,0.985317,0.500860,0.863272,61.212,12.393
189,0.073940,0.985592,0.505365,0.863844,61.351,12.393
190,0.076270,0.984766,0.498088,0.864989,61.289,12.393
191,0.074426,0.985409,0.503566,0.865370,61.427,12.393
192,0.073900,0.985592,0.504099,0.862510,61.316,12.393
193,0.072079,0.986877,0.500751,0.862700,61.288,12.393
194,0.075522,0.985592,0.504835,0.863844,61.327,12.393
195,0.075552,0.985501,0.498981,0.862891,61.300,12.393
196,0.076168,0.985134,0.501099,0.863272,61.225,12.393
197,0.073728,0.985501,0.500841,0.864989,61.434,12.393
198,0.075586,0.986051,0.501996,0.863082,61.338,12.393
199,0.077193,0.984950,0.497685,0.865370,61.362,12.393
200,0.077509,0.983390,0.505085,0.860984,61.285,12.393
