sigma_a,dprime_A_std,dprime_V_std,dprime_AV_mult,dprime_AV_late,gain_over_best_mult,gain_over_best_late,dA_fus_late,dV_fus_late,dA_fus_mult,dV_fus_mult
0.0000,4.6115,1.8581,4.4575,3.4976,0.9839,0.7675,4.1272,1.6532,0.3898,0.9758
0.0200,3.1888,1.8581,3.6721,3.5518,1.1716,1.1543,4.2049,1.6532,0.2564,0.9758
0.0300,2.4713,1.8581,3.4580,3.5693,1.3735,1.4411,4.2134,1.6532,0.1645,0.9758
0.0400,2.0618,1.8581,3.2981,3.5824,1.4197,1.5680,4.2154,1.6532,0.1963,0.9758
0.0500,2.0124,1.8581,3.1752,3.5996,1.3791,1.5841,4.2105,1.6532,0.2111,0.9758
0.0600,1.7611,1.8581,3.0422,3.6100,1.3869,1.6668,4.2007,1.6532,0.2162,0.9758
0.0800,1.4599,1.8581,2.7458,3.6171,1.3117,1.7662,4.1765,1.6532,0.2175,0.9758
0.1300,1.1659,1.8581,2.2519,3.5842,1.1175,1.8416,4.0870,1.6532,0.2192,0.9758
0.2200,0.9455,1.8581,1.6705,3.5512,0.8788,1.8645,3.9318,1.6532,0.2788,0.9758
