sigma_a,dprime_A_std,dprime_V_std,dprime_AV_mult,dprime_AV_late,gain_over_best_mult,gain_over_best_late,dA_fus_late,dV_fus_late,dA_fus_mult,dV_fus_mult
0.0000,2.7490,3.8872,3.9193,3.4239,1.0300,0.8980,2.3131,3.6483,0.3502,2.6736
0.0050,2.6896,3.8872,3.8378,3.4340,1.0174,0.9103,2.3151,3.6483,0.2865,2.6736
0.0200,1.8263,3.8872,3.5319,3.4406,0.9283,0.9180,2.2897,3.6483,0.2021,2.6736
0.0500,1.3221,3.8872,3.0336,3.5053,0.8362,0.9536,2.2899,3.6483,0.2467,2.6736
0.0800,0.9612,3.8872,2.6459,3.5592,0.7497,0.9726,2.3109,3.6483,0.2752,2.6736
