sigma_a,dprime_A_std,dprime_V_std,dprime_AV_mult,dprime_AV_late,gain_over_best_mult,gain_over_best_late,dA_fus_late,dV_fus_late,dA_fus_mult,dV_fus_mult
0.0000,4.6115,1.8581,4.4575,3.4032,0.9839,0.7459,4.4701,1.7976,0.3898,0.9758
0.0200,3.1888,1.8581,3.6721,3.4323,1.1716,1.1246,4.5366,1.7976,0.2564,0.9758
0.0300,2.4713,1.8581,3.4580,3.4335,1.3735,1.3933,4.5406,1.7976,0.1645,0.9758
0.0400,2.0618,1.8581,3.2981,3.4275,1.4197,1.4951,4.5325,1.7976,0.1963,0.9758
0.0500,2.0124,1.8581,3.1752,3.4201,1.3791,1.4773,4.5205,1.7976,0.2111,0.9758
0.0600,1.7611,1.8581,3.0422,3.4096,1.3869,1.5446,4.4984,1.7976,0.2162,0.9758
0.0800,1.4599,1.8581,2.7458,3.3906,1.3117,1.6254,4.4579,1.7976,0.2175,0.9758
0.1300,1.1659,1.8581,2.2519,3.3471,1.1175,1.6909,4.3847,1.7976,0.2192,0.9758
0.2200,0.9455,1.8581,1.6705,3.2660,0.8788,1.7144,4.2621,1.7976,0.2788,0.9758
